,facility_name,total_providers,avg_years_experience,total_service_charge,total_insurance_paid
4186,Emergency Medical Center,,,,
4187,Pediatric Care Center,,,,
4188,Regional Medical Center,,,,
4189,Regional Medical Center,,,,
4190,Community Health Clinic,,,,
4191,Regional Medical Center,,,,
4192,Emergency Medical Center,,,,
4193,Oncology Treatment Center,,,,
4194,Cardiology Specialty Center,,,,
4195,Surgical Specialty Center,,,,
4196,Oncology Treatment Center,,,,
4197,Regional Medical Center,,,,
4198,Pediatric Care Center,,,,
4199,Surgical Specialty Center,,,,
4200,Oncology Treatment Center,,,,
4201,Primary Care Clinic,,,,
4202,Cardiology Specialty Center,,,,
4203,Surgical Specialty Center,,,,
4204,Northside Urgent Care,,,,
4205,Emergency Medical Center,,,,
4206,Pediatric Care Center,,,,
4207,Primary Care Clinic,,,,
4208,Primary Care Clinic,,,,
4209,Surgical Specialty Center,,,,
4210,Primary Care Clinic,,,,
4211,Oncology Treatment Center,,,,
4212,Surgical Specialty Center,,,,
4213,Northside Urgent Care,,,,
4214,Surgical Specialty Center,,,,
4215,Cardiology Specialty Center,,,,
4216,City General Hospital,,,,
4217,Northside Urgent Care,,,,
4218,Emergency Medical Center,,,,
4219,Surgical Specialty Center,,,,
4220,Primary Care Clinic,,,,
4221,Northside Urgent Care,,,,
4222,Regional Medical Center,,,,
4223,Northside Urgent Care,,,,
4224,Pediatric Care Center,,,,
4225,City General Hospital,,,,
4226,Regional Medical Center,,,,
4227,Regional Medical Center,,,,
4228,City General Hospital,,,,
4229,Pediatric Care Center,,,,
4230,Regional Medical Center,,,,
4231,Emergency Medical Center,,,,
4232,Oncology Treatment Center,,,,
4233,Northside Urgent Care,,,,
4234,Community Health Clinic,,,,
4235,Community Health Clinic,,,,
4236,Surgical Specialty Center,,,,
4237,Community Health Clinic,,,,
4238,Pediatric Care Center,,,,
4239,City General Hospital,,,,
4240,Primary Care Clinic,,,,
4241,Pediatric Care Center,,,,
4242,Regional Medical Center,,,,
4243,Pediatric Care Center,,,,
4244,Surgical Specialty Center,,,,
4245,Surgical Specialty Center,,,,
4246,City General Hospital,,,,
4247,Pediatric Care Center,,,,
4248,Emergency Medical Center,,,,
4249,Pediatric Care Center,,,,
4250,Surgical Specialty Center,,,,
4251,Regional Medical Center,,,,
4252,Northside Urgent Care,,,,
4253,Northside Urgent Care,,,,
4254,Surgical Specialty Center,,,,
4255,Emergency Medical Center,,,,
4256,Primary Care Clinic,,,,
4257,Regional Medical Center,,,,
4258,Northside Urgent Care,,,,
4259,Northside Urgent Care,,,,
4260,Regional Medical Center,,,,
4261,Primary Care Clinic,,,,
4262,City General Hospital,,,,
4263,Regional Medical Center,,,,
4264,Cardiology Specialty Center,,,,
4265,Surgical Specialty Center,,,,
4266,Community Health Clinic,,,,
4267,Northside Urgent Care,,,,
4268,Northside Urgent Care,,,,
4269,Cardiology Specialty Center,,,,
4270,Northside Urgent Care,,,,
4271,Community Health Clinic,,,,
4272,Oncology Treatment Center,,,,
4273,Oncology Treatment Center,,,,
4274,City General Hospital,,,,
4275,Oncology Treatment Center,,,,
4276,Primary Care Clinic,,,,
4277,City General Hospital,,,,
4278,Cardiology Specialty Center,,,,
4279,Community Health Clinic,,,,
4280,Northside Urgent Care,,,,
4281,Northside Urgent Care,,,,
4282,Cardiology Specialty Center,,,,
4283,Pediatric Care Center,,,,
4284,Pediatric Care Center,,,,
4285,Primary Care Clinic,,,,
4286,City General Hospital,,,,
4287,Regional Medical Center,,,,
4288,City General Hospital,,,,
4289,Community Health Clinic,,,,
4290,Surgical Specialty Center,,,,
4291,Community Health Clinic,,,,
4292,Pediatric Care Center,,,,
4293,Northside Urgent Care,,,,
4294,Primary Care Clinic,,,,
4295,Primary Care Clinic,,,,
4296,Cardiology Specialty Center,,,,
4297,Community Health Clinic,,,,
4298,Community Health Clinic,,,,
4299,Surgical Specialty Center,,,,
4300,Surgical Specialty Center,,,,
4301,Pediatric Care Center,,,,
4302,Surgical Specialty Center,,,,
4303,Community Health Clinic,,,,
4304,Emergency Medical Center,,,,
4305,Northside Urgent Care,,,,
4306,Emergency Medical Center,,,,
4307,Pediatric Care Center,,,,
4308,Community Health Clinic,,,,
4309,Cardiology Specialty Center,,,,
4310,Oncology Treatment Center,,,,
4311,Regional Medical Center,,,,
4312,Primary Care Clinic,,,,
4313,Primary Care Clinic,,,,
4314,Pediatric Care Center,,,,
4315,Surgical Specialty Center,,,,
4316,Emergency Medical Center,,,,
4317,Emergency Medical Center,,,,
4318,Northside Urgent Care,,,,
4319,Cardiology Specialty Center,,,,
4320,City General Hospital,,,,
4321,Cardiology Specialty Center,,,,
4322,Emergency Medical Center,,,,
4323,City General Hospital,,,,
4324,Regional Medical Center,,,,
4325,Community Health Clinic,,,,
4326,Surgical Specialty Center,,,,
4327,City General Hospital,,,,
4328,Oncology Treatment Center,,,,
4329,Surgical Specialty Center,,,,
4330,Community Health Clinic,,,,
4331,City General Hospital,,,,
4332,Northside Urgent Care,,,,
4333,Oncology Treatment Center,,,,
4334,Primary Care Clinic,,,,
4335,Pediatric Care Center,,,,
4336,City General Hospital,,,,
4337,Pediatric Care Center,,,,
4338,Emergency Medical Center,,,,
4339,Emergency Medical Center,,,,
4340,Community Health Clinic,,,,
4341,Surgical Specialty Center,,,,
4342,Oncology Treatment Center,,,,
4343,City General Hospital,,,,
4344,Surgical Specialty Center,,,,
4345,Primary Care Clinic,,,,
4346,Oncology Treatment Center,,,,
4347,City General Hospital,,,,
4348,City General Hospital,,,,
4349,Community Health Clinic,,,,
4350,Emergency Medical Center,,,,
4351,Oncology Treatment Center,,,,
4352,Cardiology Specialty Center,,,,
4353,Regional Medical Center,,,,
4354,Surgical Specialty Center,,,,
4355,Northside Urgent Care,,,,
4356,Northside Urgent Care,,,,
4357,Emergency Medical Center,,,,
4358,Emergency Medical Center,,,,
4359,Primary Care Clinic,,,,
4360,City General Hospital,,,,
4361,Community Health Clinic,,,,
4362,Cardiology Specialty Center,,,,
4363,Emergency Medical Center,,,,
4364,City General Hospital,,,,
4365,Primary Care Clinic,,,,
4366,Oncology Treatment Center,,,,
4367,Community Health Clinic,,,,
4368,Community Health Clinic,,,,
4369,Cardiology Specialty Center,,,,
4370,Pediatric Care Center,,,,
4371,Emergency Medical Center,,,,
4372,City General Hospital,,,,
4373,Regional Medical Center,,,,
4374,Community Health Clinic,,,,
4375,Oncology Treatment Center,,,,
4376,Emergency Medical Center,,,,
4377,Emergency Medical Center,,,,
4378,Community Health Clinic,,,,
4379,Regional Medical Center,,,,
4380,Northside Urgent Care,,,,
4381,Oncology Treatment Center,,,,
4382,Community Health Clinic,,,,
4383,Emergency Medical Center,,,,
4384,Oncology Treatment Center,,,,
4385,Surgical Specialty Center,,,,
4386,Surgical Specialty Center,,,,
4387,Emergency Medical Center,,,,
4388,Regional Medical Center,,,,
4389,Regional Medical Center,,,,
4390,Oncology Treatment Center,,,,
4391,Northside Urgent Care,,,,
4392,Surgical Specialty Center,,,,
4393,Emergency Medical Center,,,,
4394,Pediatric Care Center,,,,
4395,City General Hospital,,,,
4396,City General Hospital,,,,
4397,Cardiology Specialty Center,,,,
4398,Oncology Treatment Center,,,,
4399,Primary Care Clinic,,,,
4400,Surgical Specialty Center,,,,
4401,Regional Medical Center,,,,
4402,Primary Care Clinic,,,,
4403,Primary Care Clinic,,,,
4404,Emergency Medical Center,,,,
4405,Surgical Specialty Center,,,,
4406,Cardiology Specialty Center,,,,
4407,Oncology Treatment Center,,,,
4408,Regional Medical Center,,,,
4409,Primary Care Clinic,,,,
4410,Emergency Medical Center,,,,
4411,Surgical Specialty Center,,,,
4412,Community Health Clinic,,,,
4413,Pediatric Care Center,,,,
4414,Regional Medical Center,,,,
4415,Primary Care Clinic,,,,
4416,Pediatric Care Center,,,,
4417,Regional Medical Center,,,,
4418,Oncology Treatment Center,,,,
4419,City General Hospital,,,,
4420,Surgical Specialty Center,,,,
4421,Surgical Specialty Center,,,,
4422,Regional Medical Center,,,,
4423,Surgical Specialty Center,,,,
4424,Emergency Medical Center,,,,
4425,Northside Urgent Care,,,,
4426,Primary Care Clinic,,,,
4427,Northside Urgent Care,,,,
4428,Primary Care Clinic,,,,
4429,Primary Care Clinic,,,,
4430,Pediatric Care Center,,,,
4431,Northside Urgent Care,,,,
4432,Primary Care Clinic,,,,
4433,City General Hospital,,,,
4434,Northside Urgent Care,,,,
4435,Cardiology Specialty Center,,,,
4436,Pediatric Care Center,,,,
4437,Regional Medical Center,,,,
4438,Regional Medical Center,,,,
4439,Surgical Specialty Center,,,,
4440,Emergency Medical Center,,,,
4441,Oncology Treatment Center,,,,
4442,City General Hospital,,,,
4443,Cardiology Specialty Center,,,,
4444,City General Hospital,,,,
4445,Pediatric Care Center,,,,
4446,Community Health Clinic,,,,
4447,Cardiology Specialty Center,,,,
4448,Oncology Treatment Center,,,,
4449,Pediatric Care Center,,,,
4450,Oncology Treatment Center,,,,
4451,Emergency Medical Center,,,,
4452,Surgical Specialty Center,,,,
4453,Pediatric Care Center,,,,
4454,Emergency Medical Center,,,,
4455,Regional Medical Center,,,,
4456,Oncology Treatment Center,,,,
4457,Surgical Specialty Center,,,,
4458,Surgical Specialty Center,,,,
4459,Primary Care Clinic,,,,
4460,Community Health Clinic,,,,
4461,Regional Medical Center,,,,
4462,City General Hospital,,,,
4463,Emergency Medical Center,,,,
4464,Northside Urgent Care,,,,
4465,Surgical Specialty Center,,,,
4466,Northside Urgent Care,,,,
4467,Pediatric Care Center,,,,
4468,Community Health Clinic,,,,
4469,Emergency Medical Center,,,,
4470,Regional Medical Center,,,,
4471,Regional Medical Center,,,,
4472,Surgical Specialty Center,,,,
4473,Primary Care Clinic,,,,
4474,Emergency Medical Center,,,,
4475,Cardiology Specialty Center,,,,
4476,Community Health Clinic,,,,
4477,Regional Medical Center,,,,
4478,Northside Urgent Care,,,,
4479,Surgical Specialty Center,,,,
4480,Community Health Clinic,,,,
4481,Surgical Specialty Center,,,,
4482,Surgical Specialty Center,,,,
4483,Oncology Treatment Center,,,,
4484,Cardiology Specialty Center,,,,
4485,Emergency Medical Center,,,,
4486,Emergency Medical Center,,,,
4487,Surgical Specialty Center,,,,
4488,Primary Care Clinic,,,,
4489,Emergency Medical Center,,,,
4490,Northside Urgent Care,,,,
4491,City General Hospital,,,,
4492,Community Health Clinic,,,,
4493,City General Hospital,,,,
4494,Regional Medical Center,,,,
4495,Regional Medical Center,,,,
4496,Surgical Specialty Center,,,,
4497,Pediatric Care Center,,,,
4498,Cardiology Specialty Center,,,,
4499,Regional Medical Center,,,,
4500,Northside Urgent Care,,,,
4501,Northside Urgent Care,,,,
4502,Primary Care Clinic,,,,
4503,Pediatric Care Center,,,,
4504,Regional Medical Center,,,,
4505,Pediatric Care Center,,,,
4506,Primary Care Clinic,,,,
4507,Regional Medical Center,,,,
4508,City General Hospital,,,,
4509,Regional Medical Center,,,,
4510,City General Hospital,,,,
4511,Oncology Treatment Center,,,,
4512,Northside Urgent Care,,,,
4513,Cardiology Specialty Center,,,,
4514,Pediatric Care Center,,,,
4515,Pediatric Care Center,,,,
4516,Regional Medical Center,,,,
4517,Cardiology Specialty Center,,,,
4518,Emergency Medical Center,,,,
4519,Emergency Medical Center,,,,
4520,Northside Urgent Care,,,,
4521,Primary Care Clinic,,,,
4522,Regional Medical Center,,,,
4523,City General Hospital,,,,
4524,Cardiology Specialty Center,,,,
4525,Primary Care Clinic,,,,
4526,Emergency Medical Center,,,,
4527,Oncology Treatment Center,,,,
4528,Pediatric Care Center,,,,
4529,Primary Care Clinic,,,,
4530,Cardiology Specialty Center,,,,
4531,Regional Medical Center,,,,
4532,Oncology Treatment Center,,,,
4533,Northside Urgent Care,,,,
4534,Emergency Medical Center,,,,
4535,Emergency Medical Center,,,,
4536,Pediatric Care Center,,,,
4537,Surgical Specialty Center,,,,
4538,Cardiology Specialty Center,,,,
4539,Oncology Treatment Center,,,,
4540,Pediatric Care Center,,,,
4541,Oncology Treatment Center,,,,
4542,Pediatric Care Center,,,,
4543,Community Health Clinic,,,,
4544,Cardiology Specialty Center,,,,
4545,Pediatric Care Center,,,,
4546,City General Hospital,,,,
4547,Primary Care Clinic,,,,
4548,Emergency Medical Center,,,,
4549,Regional Medical Center,,,,
4550,Oncology Treatment Center,,,,
4551,Oncology Treatment Center,,,,
4552,Community Health Clinic,,,,
4553,Community Health Clinic,,,,
4554,Regional Medical Center,,,,
4555,Emergency Medical Center,,,,
4556,Regional Medical Center,,,,
4557,Primary Care Clinic,,,,
4558,Northside Urgent Care,,,,
4559,Northside Urgent Care,,,,
4560,Regional Medical Center,,,,
4561,Emergency Medical Center,,,,
4562,City General Hospital,,,,
4563,Pediatric Care Center,,,,
4564,Regional Medical Center,,,,
4565,Pediatric Care Center,,,,
4566,Emergency Medical Center,,,,
4567,City General Hospital,,,,
4568,City General Hospital,,,,
4569,Surgical Specialty Center,,,,
4570,Northside Urgent Care,,,,
4571,Emergency Medical Center,,,,
4572,Primary Care Clinic,,,,
4573,Surgical Specialty Center,,,,
4574,Pediatric Care Center,,,,
4575,Cardiology Specialty Center,,,,
4576,Pediatric Care Center,,,,
4577,Emergency Medical Center,,,,
4578,Community Health Clinic,,,,
4579,Oncology Treatment Center,,,,
4580,Surgical Specialty Center,,,,
4581,Pediatric Care Center,,,,
4582,Surgical Specialty Center,,,,
4583,Emergency Medical Center,,,,
4584,Oncology Treatment Center,,,,
4585,Pediatric Care Center,,,,
4586,Regional Medical Center,,,,
4587,Emergency Medical Center,,,,
4588,City General Hospital,,,,
4589,Cardiology Specialty Center,,,,
4590,Regional Medical Center,,,,
4591,Pediatric Care Center,,,,
4592,Primary Care Clinic,,,,
4593,Pediatric Care Center,,,,
4594,Community Health Clinic,,,,
4595,City General Hospital,,,,
4596,City General Hospital,,,,
4597,Surgical Specialty Center,,,,
4598,Regional Medical Center,,,,
4599,Emergency Medical Center,,,,
4600,Cardiology Specialty Center,,,,
4601,Surgical Specialty Center,,,,
4602,Pediatric Care Center,,,,
4603,Cardiology Specialty Center,,,,
4604,Pediatric Care Center,,,,
4605,Surgical Specialty Center,,,,
4606,Emergency Medical Center,,,,
4607,Primary Care Clinic,,,,
4608,Pediatric Care Center,,,,
4609,Pediatric Care Center,,,,
4610,Surgical Specialty Center,,,,
4611,Community Health Clinic,,,,
4612,Primary Care Clinic,,,,
4613,Community Health Clinic,,,,
4614,City General Hospital,,,,
4615,Community Health Clinic,,,,
4616,Community Health Clinic,,,,
4617,City General Hospital,,,,
4618,Northside Urgent Care,,,,
4619,Primary Care Clinic,,,,
4620,Pediatric Care Center,,,,
4621,Community Health Clinic,,,,
4622,Northside Urgent Care,,,,
4623,Surgical Specialty Center,,,,
4624,Community Health Clinic,,,,
4625,Oncology Treatment Center,,,,
4626,Primary Care Clinic,,,,
4627,Community Health Clinic,,,,
4628,Cardiology Specialty Center,,,,
4629,Community Health Clinic,,,,
4630,Community Health Clinic,,,,
4631,Surgical Specialty Center,,,,
4632,Oncology Treatment Center,,,,
4633,Community Health Clinic,,,,
4634,Pediatric Care Center,,,,
4635,Surgical Specialty Center,,,,
4636,Pediatric Care Center,,,,
4637,Regional Medical Center,,,,
4638,Emergency Medical Center,,,,
4639,Pediatric Care Center,,,,
4640,Primary Care Clinic,,,,
4641,Oncology Treatment Center,,,,
4642,Pediatric Care Center,,,,
4643,Community Health Clinic,,,,
4644,City General Hospital,,,,
4645,City General Hospital,,,,
4646,Northside Urgent Care,,,,
4647,Cardiology Specialty Center,,,,
4648,Pediatric Care Center,,,,
4649,Regional Medical Center,,,,
4650,Regional Medical Center,,,,
4651,City General Hospital,,,,
4652,Oncology Treatment Center,,,,
4653,Regional Medical Center,,,,
4654,Emergency Medical Center,,,,
4655,Emergency Medical Center,,,,
4656,Cardiology Specialty Center,,,,
4657,Cardiology Specialty Center,,,,
4658,Emergency Medical Center,,,,
4659,Pediatric Care Center,,,,
4660,Primary Care Clinic,,,,
4661,Surgical Specialty Center,,,,
4662,Regional Medical Center,,,,
4663,Regional Medical Center,,,,
4664,Pediatric Care Center,,,,
4665,Northside Urgent Care,,,,
4666,Emergency Medical Center,,,,
4667,Northside Urgent Care,,,,
4668,Emergency Medical Center,,,,
4669,Primary Care Clinic,,,,
4670,Pediatric Care Center,,,,
4671,Northside Urgent Care,,,,
4672,Northside Urgent Care,,,,
4673,Community Health Clinic,,,,
4674,Pediatric Care Center,,,,
4675,Northside Urgent Care,,,,
4676,Oncology Treatment Center,,,,
4677,Pediatric Care Center,,,,
4678,Pediatric Care Center,,,,
4679,Northside Urgent Care,,,,
4680,Pediatric Care Center,,,,
4681,Pediatric Care Center,,,,
4682,Community Health Clinic,,,,
4683,Surgical Specialty Center,,,,
4684,Oncology Treatment Center,,,,
4685,Surgical Specialty Center,,,,
4686,Oncology Treatment Center,,,,
4687,Primary Care Clinic,,,,
4688,City General Hospital,,,,
4689,City General Hospital,,,,
4690,Pediatric Care Center,,,,
4691,City General Hospital,,,,
4692,Oncology Treatment Center,,,,
4693,Surgical Specialty Center,,,,
4694,Regional Medical Center,,,,
4695,Cardiology Specialty Center,,,,
4696,Pediatric Care Center,,,,
4697,Surgical Specialty Center,,,,
4698,Northside Urgent Care,,,,
4699,Regional Medical Center,,,,
4700,Emergency Medical Center,,,,
4701,City General Hospital,,,,
4702,Community Health Clinic,,,,
4703,Northside Urgent Care,,,,
4704,City General Hospital,,,,
4705,Pediatric Care Center,,,,
4706,City General Hospital,,,,
4707,Surgical Specialty Center,,,,
4708,Northside Urgent Care,,,,
4709,Community Health Clinic,,,,
4710,Regional Medical Center,,,,
4711,Oncology Treatment Center,,,,
4712,Cardiology Specialty Center,,,,
4713,City General Hospital,,,,
4714,Regional Medical Center,,,,
4715,Emergency Medical Center,,,,
4716,Community Health Clinic,,,,
4717,Regional Medical Center,,,,
4718,City General Hospital,,,,
4719,Northside Urgent Care,,,,
4720,Cardiology Specialty Center,,,,
4721,Community Health Clinic,,,,
4722,Surgical Specialty Center,,,,
4723,Northside Urgent Care,,,,
4724,Surgical Specialty Center,,,,
4725,Primary Care Clinic,,,,
4726,Surgical Specialty Center,,,,
4727,Emergency Medical Center,,,,
4728,Cardiology Specialty Center,,,,
4729,Northside Urgent Care,,,,
4730,Community Health Clinic,,,,
4731,Community Health Clinic,,,,
4732,Cardiology Specialty Center,,,,
4733,Surgical Specialty Center,,,,
4734,Emergency Medical Center,,,,
4735,Community Health Clinic,,,,
4736,Cardiology Specialty Center,,,,
4737,City General Hospital,,,,
4738,Northside Urgent Care,,,,
4739,Primary Care Clinic,,,,
4740,Northside Urgent Care,,,,
4741,City General Hospital,,,,
4742,Emergency Medical Center,,,,
4743,Pediatric Care Center,,,,
4744,Regional Medical Center,,,,
4745,Pediatric Care Center,,,,
4746,Surgical Specialty Center,,,,
4747,Emergency Medical Center,,,,
4748,Primary Care Clinic,,,,
4749,Cardiology Specialty Center,,,,
4750,Oncology Treatment Center,,,,
4751,Northside Urgent Care,,,,
4752,Pediatric Care Center,,,,
4753,Oncology Treatment Center,,,,
4754,Surgical Specialty Center,,,,
4755,Cardiology Specialty Center,,,,
4756,Cardiology Specialty Center,,,,
4757,Northside Urgent Care,,,,
4758,Surgical Specialty Center,,,,
4759,Pediatric Care Center,,,,
4760,Surgical Specialty Center,,,,
4761,Northside Urgent Care,,,,
4762,Northside Urgent Care,,,,
4763,Regional Medical Center,,,,
4764,Northside Urgent Care,,,,
4765,Regional Medical Center,,,,
4766,Primary Care Clinic,,,,
4767,Regional Medical Center,,,,
4768,Community Health Clinic,,,,
4769,Emergency Medical Center,,,,
4770,Community Health Clinic,,,,
4771,Regional Medical Center,,,,
4772,Northside Urgent Care,,,,
4773,Surgical Specialty Center,,,,
4774,Community Health Clinic,,,,
4775,Emergency Medical Center,,,,
4776,Northside Urgent Care,,,,
4777,Northside Urgent Care,,,,
4778,Regional Medical Center,,,,
4779,Regional Medical Center,,,,
4780,Primary Care Clinic,,,,
4781,Cardiology Specialty Center,,,,
4782,Northside Urgent Care,,,,
4783,Regional Medical Center,,,,
4784,City General Hospital,,,,
4785,Northside Urgent Care,,,,
4786,Oncology Treatment Center,,,,
4787,Pediatric Care Center,,,,
4788,Community Health Clinic,,,,
4789,Cardiology Specialty Center,,,,
4790,Primary Care Clinic,,,,
4791,Community Health Clinic,,,,
4792,Emergency Medical Center,,,,
4793,Primary Care Clinic,,,,
4794,Surgical Specialty Center,,,,
4795,City General Hospital,,,,
4796,Cardiology Specialty Center,,,,
4797,Emergency Medical Center,,,,
4798,Emergency Medical Center,,,,
4799,Pediatric Care Center,,,,
4800,City General Hospital,,,,
4801,Primary Care Clinic,,,,
4802,Oncology Treatment Center,,,,
4803,Cardiology Specialty Center,,,,
4804,Regional Medical Center,,,,
4805,Pediatric Care Center,,,,
4806,City General Hospital,,,,
4807,Northside Urgent Care,,,,
4808,Northside Urgent Care,,,,
4809,Surgical Specialty Center,,,,
4810,Cardiology Specialty Center,,,,
4811,Regional Medical Center,,,,
4812,Oncology Treatment Center,,,,
4813,Emergency Medical Center,,,,
4814,Pediatric Care Center,,,,
4815,Northside Urgent Care,,,,
4816,Surgical Specialty Center,,,,
4817,Community Health Clinic,,,,
4818,Surgical Specialty Center,,,,
4819,Community Health Clinic,,,,
4820,Community Health Clinic,,,,
4821,Cardiology Specialty Center,,,,
4822,Cardiology Specialty Center,,,,
4823,Cardiology Specialty Center,,,,
4824,Northside Urgent Care,,,,
4825,Oncology Treatment Center,,,,
4826,City General Hospital,,,,
4827,Pediatric Care Center,,,,
4828,Surgical Specialty Center,,,,
4829,Surgical Specialty Center,,,,
4830,Emergency Medical Center,,,,
4831,Primary Care Clinic,,,,
4832,Emergency Medical Center,,,,
4833,Cardiology Specialty Center,,,,
4834,Northside Urgent Care,,,,
4835,Cardiology Specialty Center,,,,
4836,Oncology Treatment Center,,,,
4837,Primary Care Clinic,,,,
4838,Emergency Medical Center,,,,
4839,Cardiology Specialty Center,,,,
4840,City General Hospital,,,,
4841,Pediatric Care Center,,,,
4842,Regional Medical Center,,,,
4843,Northside Urgent Care,,,,
4844,Community Health Clinic,,,,
4845,Community Health Clinic,,,,
4846,Cardiology Specialty Center,,,,
4847,Surgical Specialty Center,,,,
4848,Emergency Medical Center,,,,
4849,Northside Urgent Care,,,,
4850,Emergency Medical Center,,,,
4851,Primary Care Clinic,,,,
4852,Emergency Medical Center,,,,
4853,Pediatric Care Center,,,,
4854,Oncology Treatment Center,,,,
4855,City General Hospital,,,,
4856,Oncology Treatment Center,,,,
4857,Oncology Treatment Center,,,,
4858,City General Hospital,,,,
4859,Primary Care Clinic,,,,
4860,Emergency Medical Center,,,,
4861,City General Hospital,,,,
4862,Oncology Treatment Center,,,,
4863,Community Health Clinic,,,,
4864,Oncology Treatment Center,,,,
4865,Oncology Treatment Center,,,,
4866,Pediatric Care Center,,,,
4867,Regional Medical Center,,,,
4868,Oncology Treatment Center,,,,
4869,City General Hospital,,,,
4870,Oncology Treatment Center,,,,
4871,Northside Urgent Care,,,,
4872,Regional Medical Center,,,,
4873,City General Hospital,,,,
4874,Cardiology Specialty Center,,,,
4875,Pediatric Care Center,,,,
4876,City General Hospital,,,,
4877,Surgical Specialty Center,,,,
4878,Community Health Clinic,,,,
4879,Emergency Medical Center,,,,
4880,City General Hospital,,,,
4881,Community Health Clinic,,,,
4882,City General Hospital,,,,
4883,Emergency Medical Center,,,,
4884,Regional Medical Center,,,,
4885,Surgical Specialty Center,,,,
4886,Primary Care Clinic,,,,
4887,Cardiology Specialty Center,,,,
4888,City General Hospital,,,,
4889,Oncology Treatment Center,,,,
4890,Cardiology Specialty Center,,,,
4891,Regional Medical Center,,,,
4892,Community Health Clinic,,,,
4893,Oncology Treatment Center,,,,
4894,Community Health Clinic,,,,
4895,Emergency Medical Center,,,,
4896,City General Hospital,,,,
4897,Surgical Specialty Center,,,,
4898,Surgical Specialty Center,,,,
4899,Surgical Specialty Center,,,,
4900,Emergency Medical Center,,,,
4901,Regional Medical Center,,,,
4902,Surgical Specialty Center,,,,
4903,Regional Medical Center,,,,
4904,Cardiology Specialty Center,,,,
4905,Cardiology Specialty Center,,,,
4906,Oncology Treatment Center,,,,
4907,Regional Medical Center,,,,
4908,Pediatric Care Center,,,,
4909,Primary Care Clinic,,,,
4910,Emergency Medical Center,,,,
4911,Pediatric Care Center,,,,
4912,Community Health Clinic,,,,
4913,Northside Urgent Care,,,,
4914,Pediatric Care Center,,,,
4915,City General Hospital,,,,
4916,Pediatric Care Center,,,,
4917,Community Health Clinic,,,,
4918,Pediatric Care Center,,,,
4919,Pediatric Care Center,,,,
4920,Northside Urgent Care,,,,
4921,Pediatric Care Center,,,,
4922,Community Health Clinic,,,,
4923,Cardiology Specialty Center,,,,
4924,Primary Care Clinic,,,,
4925,Regional Medical Center,,,,
4926,Oncology Treatment Center,,,,
4927,Primary Care Clinic,,,,
4928,Primary Care Clinic,,,,
4929,Community Health Clinic,,,,
4930,City General Hospital,,,,
4931,Cardiology Specialty Center,,,,
4932,Regional Medical Center,,,,
4933,Surgical Specialty Center,,,,
4934,Pediatric Care Center,,,,
4935,Cardiology Specialty Center,,,,
4936,Emergency Medical Center,,,,
4937,Oncology Treatment Center,,,,
4938,Pediatric Care Center,,,,
4939,Community Health Clinic,,,,
4940,Northside Urgent Care,,,,
4941,Emergency Medical Center,,,,
4942,Regional Medical Center,,,,
4943,Oncology Treatment Center,,,,
4944,Community Health Clinic,,,,
4945,Primary Care Clinic,,,,
4946,Emergency Medical Center,,,,
4947,Oncology Treatment Center,,,,
4948,Regional Medical Center,,,,
4949,Emergency Medical Center,,,,
4950,Surgical Specialty Center,,,,
4951,City General Hospital,,,,
4952,Oncology Treatment Center,,,,
4953,Pediatric Care Center,,,,
4954,Northside Urgent Care,,,,
4955,City General Hospital,,,,
4956,City General Hospital,,,,
4957,Pediatric Care Center,,,,
4958,Pediatric Care Center,,,,
4959,Cardiology Specialty Center,,,,
4960,Pediatric Care Center,,,,
4961,Pediatric Care Center,,,,
4962,Northside Urgent Care,,,,
4963,Cardiology Specialty Center,,,,
4964,Community Health Clinic,,,,
4965,Surgical Specialty Center,,,,
4966,Northside Urgent Care,,,,
4967,Oncology Treatment Center,,,,
4968,Pediatric Care Center,,,,
4969,City General Hospital,,,,
4970,Community Health Clinic,,,,
4971,Cardiology Specialty Center,,,,
4972,Surgical Specialty Center,,,,
4973,Surgical Specialty Center,,,,
4974,Emergency Medical Center,,,,
4975,Regional Medical Center,,,,
4976,Regional Medical Center,,,,
4977,Primary Care Clinic,,,,
4978,Emergency Medical Center,,,,
4979,Cardiology Specialty Center,,,,
4980,Cardiology Specialty Center,,,,
4981,Surgical Specialty Center,,,,
4982,City General Hospital,,,,
4983,Community Health Clinic,,,,
4984,City General Hospital,,,,
4985,City General Hospital,,,,
4986,Pediatric Care Center,,,,
4987,Northside Urgent Care,,,,
4988,Northside Urgent Care,,,,
4989,City General Hospital,,,,
4990,Community Health Clinic,,,,
4991,Oncology Treatment Center,,,,
4992,Community Health Clinic,,,,
4993,Pediatric Care Center,,,,
4994,Emergency Medical Center,,,,
4995,Community Health Clinic,,,,
4996,Northside Urgent Care,,,,
4997,Oncology Treatment Center,,,,
4998,Oncology Treatment Center,,,,
4999,City General Hospital,,,,
Cardiology Specialty Center,,297.0,19.31972789115646,276658.83,222139.04
City General Hospital,,312.0,19.5630081300813,295508.13,236798.5
Community Health Clinic,,328.0,20.16078431372549,334992.21,269207.92
Emergency Medical Center,,299.0,19.66868686868687,310735.25,248439.2
Northside Urgent Care,,305.0,20.137014314928425,297283.06,236839.71
Oncology Treatment Center,,324.0,19.3811394891945,334927.3,267183.95
Pediatric Care Center,,326.0,19.811676082862522,361811.04,291790.95
